"Date","DAT","Plant.ID","Plant.Name","Treatment","PID","RGB1_Plant_Avg_AREA_MM","RGB1_Plant_Avg_WIDTH_MM","RGB1_Plant_Avg_HEIGHT_MM"
"9/7/2023",27,"L8_C_12","L8","Control","RGB1",6301.808857,356.8524444,251.8537095
"9/7/2023",27,"L8_C_13","L8","Control","RGB1",3609.87968,316.0771268,246.9346917
"9/7/2023",27,"L8_C_14","L8","Control","RGB1",5572.08686,342.8957921,333.5094044
"9/7/2023",27,"L8_C_15","L8","Control","RGB1",4060.105037,222.622288,295.984326
"9/7/2023",27,"L8_C_16","L8","Control","RGB1",4519.868741,272.2915508,245.2481714
"9/7/2023",27,"L8_C_17","L8","Control","RGB1",4829.557325,246.4306949,321.5632184
"9/7/2023",27,"L8_C_18","L8","Control","RGB1",4777.481028,332.9072075,269.5621734
"9/7/2023",27,"L8_C_19","L8","Control","RGB1",5701.662226,248.4831438,301.746604
"9/7/2023",27,"L8_C_2","L8","Control","RGB1",4087.604706,330.7179287,255.0862069
"9/7/2023",27,"L8_C_20","L8","Control","RGB1",3771.954655,306.3622021,286.1462905
"9/7/2023",27,"L8_C_3","L8","Control","RGB1",6513.49862,307.7305013,319.1739812
"9/7/2023",27,"L8_C_4","L8","Control","RGB1",5322.205249,208.2551459,292.6112853
"9/7/2023",27,"L8_C_5","L8","Control","RGB1",6580.382431,307.8673313,287.9733542
"9/7/2023",27,"L8_C_6","L8","Control","RGB1",2150.512609,145.1765504,264.362069
"9/7/2023",27,"L8_C_7","L8","Control","RGB1",4633.098149,378.0610828,301.0438871
"9/7/2023",27,"L8_C_8","L8","Control","RGB1",5409.896503,327.2971806,373.4237199
"9/7/2023",27,"L8_C_9","L8","Control","RGB1",5342.858847,356.1682948,296.8275862
"9/7/2023",27,"L8_D_1","L8","Drought","RGB1",5050.208519,245.7465453,317.0658307
"9/7/2023",27,"L8_D_10","L8","Drought","RGB1",3923.106684,283.5116046,230.2100313
"9/7/2023",27,"L8_D_11","L8","Drought","RGB1",5870.390967,378.0610828,317.2063741
"9/7/2023",27,"L8_D_12","L8","Drought","RGB1",4920.479309,310.7407597,268.7189133
"9/7/2023",27,"L8_D_13","L8","Drought","RGB1",5053.246944,364.6517501,294.1572623
"9/7/2023",27,"L8_D_14","L8","Drought","RGB1",4972.555606,355.2104853,257.1943574
"9/7/2023",27,"L8_D_15","L8","Drought","RGB1",4362.562939,261.8924765,279.400209
"9/7/2023",27,"L8_D_16","L8","Drought","RGB1",5740.546374,294.8684884,277.4326019
"9/7/2023",27,"L8_D_17","L8","Drought","RGB1",5974.043567,321.8239836,289.5193312
"9/7/2023",27,"L8_D_18","L8","Drought","RGB1",5713.96977,277.9015777,294.2978056
"9/7/2023",27,"L8_D_19","L8","Drought","RGB1",3672.840462,353.979016,308.4926855
"9/7/2023",27,"L8_D_2","L8","Drought","RGB1",4196.334168,256.0087897,287.6922675
"9/7/2023",27,"L8_D_20","L8","Drought","RGB1",4052.412822,173.5003449,295.8437826
"9/7/2023",27,"L8_D_3","L8","Drought","RGB1",4513.868813,338.2435746,256.0700104
"9/7/2023",27,"L8_D_4","L8","Drought","RGB1",4132.988776,182.8047798,278.2758621
"9/7/2023",27,"L8_D_5","L8","Drought","RGB1",5352.820266,292.8160395,283.8975966
"9/7/2023",27,"L8_D_6","L8","Drought","RGB1",5344.243446,271.6074011,276.1677116
"9/7/2023",27,"L8_D_7","L8","Drought","RGB1",5258.706012,225.2220566,269.2810867
"9/7/2023",27,"L8_D_8","L8","Drought","RGB1",3377.19017,197.3087519,261.4106583
"9/7/2023",27,"L8_D_9","L8","Drought","RGB1",5608.086428,275.575469,344.4717868
"9/7/2023",27,"L6_C_1","L6","Control","RGB1",4397.793285,171.1742362,297.6708464
"9/7/2023",27,"L6_C_2","L6","Control","RGB1",3773.954631,208.9392955,243.9832811
"9/7/2023",27,"L6_C_3","L6","Control","RGB1",3033.040461,177.7420726,265.7675026
"9/7/2023",27,"L6_C_4","L6","Control","RGB1",4853.018582,307.7305013,281.2272727
"9/7/2023",27,"L6_C_5","L6","Control","RGB1",2687.198465,176.1001135,235.9723093
"9/7/2023",27,"L6_C_6","L6","Control","RGB1",5485.010984,267.9129932,272.3730407
"9/7/2023",27,"L6_C_7","L6","Control","RGB1",2987.848696,186.7728476,252.8375131
"9/7/2023",27,"L6_C_8","L6","Control","RGB1",4734.596928,355.6209751,235.8317659
"9/7/2023",27,"L6_C_9","L6","Control","RGB1",4745.519874,230.8320835,294.2978056
"9/7/2023",27,"L6_D_1","L6","Drought","RGB1",3679.955761,243.2836067,250.3077325
"9/7/2023",27,"L6_D_2","L6","Drought","RGB1",4009.797949,205.6553773,242.2967607
"9/7/2023",27,"L6_D_3","L6","Drought","RGB1",4042.836014,247.9358241,257.6159874
"9/7/2023",27,"L6_D_4","L6","Drought","RGB1",3945.798719,213.454683,262.8160919
"9/7/2023",27,"L6_D_5","L6","Drought","RGB1",4392.062585,291.85823,244.9670846
"9/7/2023",27,"L6_D_6","L6","Drought","RGB1",4004.490321,219.7488596,245.3887147
"9/7/2023",27,"L6_D_7","L6","Drought","RGB1",4177.757469,298.6997263,254.9456635
"9/7/2023",27,"L6_D_8","L6","Drought","RGB1",5121.092282,265.8605443,286.0057471
"9/7/2023",27,"L6_D_9","L6","Drought","RGB1",4365.601364,261.6188166,244.5454545
"9/7/2023",27,"L6_C_10","L6","Control","RGB1",5072.015949,166.9325085,316.3631139
"9/7/2023",27,"L6_C_11","L6","Control","RGB1",5918.351928,293.0896994,294.8599791
"9/7/2023",27,"L6_C_12","L6","Control","RGB1",5202.51438,355.6209751,261.4106583
"9/7/2023",27,"L6_C_13","L6","Control","RGB1",7154.721681,275.7122989,280.6650993
"9/7/2023",27,"L6_C_14","L6","Control","RGB1",6422.192025,339.7487038,295.7032393
"9/7/2023",27,"L6_C_15","L6","Control","RGB1",3063.578555,155.5756247,259.8646813
"9/7/2023",27,"L6_C_16","L6","Control","RGB1",6162.272073,272.5652106,283.3354232
"9/7/2023",27,"L6_C_18","L6","Control","RGB1",6745.649675,335.0964863,292.0491118
"9/7/2023",27,"L6_D_10","L6","Drought","RGB1",3635.95629,205.2448875,315.9414838
"9/7/2023",27,"L6_D_11","L6","Drought","RGB1",5184.822285,240.5470082,297.9519331
"9/7/2023",27,"L6_D_12","L6","Drought","RGB1",5350.358757,321.139834,273.0757576
"9/7/2023",27,"L6_D_13","L6","Drought","RGB1",4623.252113,274.3439996,265.2053291
"9/7/2023",27,"L6_D_14","L6","Drought","RGB1",6257.463236,310.19344,263.9404389
"9/7/2023",27,"L6_D_15","L6","Drought","RGB1",7178.798314,298.2892365,303.1520376
"9/7/2023",27,"L6_D_16","L6","Drought","RGB1",6119.311051,277.0805981,293.5950888
"9/7/2023",27,"L6_D_17","L6","Drought","RGB1",4935.440668,276.8069383,270.545977
"9/7/2023",27,"L6_D_18","L6","Drought","RGB1",6265.963134,330.4442689,278.1353187
"9/7/2023",27,"L9_C_1","L9","Control","RGB1",5835.775998,408.1636663,300.3411703
"9/7/2023",27,"L9_C_10","L9","Control","RGB1",5942.774712,307.3200116,294.0167189
"9/7/2023",27,"L9_C_11","L9","Control","RGB1",5322.705243,279.9540266,287.9733542
"9/7/2023",27,"L9_C_12","L9","Control","RGB1",5971.31283,300.8890051,308.9143156
"9/7/2023",27,"L9_C_13","L9","Control","RGB1",4243.064376,366.2937092,251.7131661
"9/7/2023",27,"L9_C_14","L9","Control","RGB1",4467.715521,244.3782461,319.3145245
"9/7/2023",27,"L9_C_15","L9","Control","RGB1",4155.719272,221.5276486,291.346395
"9/7/2023",27,"L9_C_16","L9","Control","RGB1",4176.334409,221.3908187,262.2539185
"9/7/2023",27,"L9_C_17","L9","Control","RGB1",4734.096934,249.988273,348.5475444
"9/7/2023",27,"L9_C_18","L9","Control","RGB1",5458.972836,337.1489352,261.1295716
"9/7/2023",27,"L9_C_19","L9","Control","RGB1",3764.26244,193.340684,312.7089864
"9/7/2023",27,"L9_C_2","L9","Control","RGB1",3994.375058,276.8069383,288.8166144
"9/7/2023",27,"L9_C_20","L9","Control","RGB1",5494.241642,358.3575736,273.2163009
"9/7/2023",27,"L9_C_3","L9","Control","RGB1",2968.618158,187.0465075,261.1295716
"9/7/2023",27,"L9_C_4","L9","Control","RGB1",5180.514645,224.9483967,347.7042842
"9/7/2023",27,"L9_C_5","L9","Control","RGB1",3824.761712,274.4808296,265.908046
"9/7/2023",27,"L9_C_6","L9","Control","RGB1",6974.416156,297.7419168,308.4926855
"9/7/2023",27,"L9_C_7","L9","Control","RGB1",6185.271797,340.1591936,262.2539185
"9/7/2023",27,"L9_C_8","L9","Control","RGB1",5058.746878,197.3087519,324.3740857
"9/7/2023",27,"L9_C_9","L9","Control","RGB1",6552.998145,332.6335477,311.022466
"9/7/2023",27,"L9_D_1","L9","Drought","RGB1",4206.372509,296.9209373,257.4754441
"9/7/2023",27,"L9_D_10","L9","Drought","RGB1",5040.362483,335.780636,270.545977
"9/7/2023",27,"L9_D_11","L9","Drought","RGB1",4346.755437,181.8469703,350.9367816
"9/7/2023",27,"L9_D_12","L9","Drought","RGB1",4459.331007,244.1045862,242.8589342
"9/7/2023",27,"L9_D_13","L9","Drought","RGB1",5887.621529,392.9755446,257.3349007
"9/7/2023",27,"L9_D_14","L9","Drought","RGB1",6231.271244,241.3679877,285.0219436
"9/7/2023",27,"L9_D_15","L9","Drought","RGB1",4377.293532,219.0647099,247.3563218
"9/7/2023",27,"L9_D_16","L9","Drought","RGB1",4311.717397,305.1307328,289.0977011
"9/7/2023",27,"L9_D_17","L9","Drought","RGB1",3803.069665,195.1194731,248.4806687
"9/7/2023",27,"L9_D_18","L9","Drought","RGB1",3512.111625,297.1945971,264.783699
"9/7/2023",27,"L9_D_19","L9","Drought","RGB1",4606.598467,259.019048,289.3787879
"9/7/2023",27,"L9_D_2","L9","Drought","RGB1",4591.944797,287.3428425,292.7518286
"9/7/2023",27,"L9_D_20","L9","Drought","RGB1",6091.926765,225.0852266,266.1891327
"9/7/2023",27,"L9_D_3","L9","Drought","RGB1",4000.721135,211.9495538,289.3787879
"9/7/2023",27,"L9_D_4","L9","Drought","RGB1",5751.469319,305.9517123,279.1191222
"9/7/2023",27,"L9_D_5","L9","Drought","RGB1",5021.939628,341.117003,292.6112853
"9/7/2023",27,"L9_D_6","L9","Drought","RGB1",4499.561292,228.3691448,256.4916405
"9/7/2023",27,"L9_D_7","L9","Drought","RGB1",5618.89399,273.65985,268.0161964
"9/7/2023",27,"L9_D_8","L9","Drought","RGB1",5164.937909,321.139834,278.4164054
"9/7/2023",27,"L9_D_9","L9","Drought","RGB1",3495.881051,229.1901244,279.5407523
"9/8/2023",28,"L3_C_1","L3","Control","RGB1",7269.335687,305.9517123,307.6494253
"9/8/2023",28,"L3_C_2","L3","Control","RGB1",6234.771202,314.1615078,282.6327064
"9/8/2023",28,"L3_C_3","L3","Control","RGB1",6438.653366,318.9505552,249.0428422
"9/8/2023",28,"L3_C_4","L3","Control","RGB1",5952.543825,231.789893,273.4973877
"9/8/2023",28,"L3_C_5","L3","Control","RGB1",6275.616864,338.5172345,262.9566353
"9/8/2023",28,"L3_C_6","L3","Control","RGB1",8606.434998,417.878591,284.7408568
"9/8/2023",28,"L3_C_7","L3","Control","RGB1",8130.671487,422.3939785,290.3625914
"9/8/2023",28,"L3_C_8","L3","Control","RGB1",8598.242789,388.596987,297.1086729
"9/8/2023",28,"L3_C_9","L3","Control","RGB1",7228.413102,336.8752754,313.2711599
"9/8/2023",28,"L3_D_1","L3","Drought","RGB1",9534.34692,393.9333541,297.530303
"9/8/2023",28,"L3_D_2","L3","Drought","RGB1",6814.495002,295.2789782,268.8594566
"9/8/2023",28,"L3_D_3","L3","Drought","RGB1",6709.573186,314.2983377,275.4649948
"9/8/2023",28,"L3_D_4","L3","Drought","RGB1",7706.638123,375.871804,261.9728318
"9/8/2023",28,"L3_D_5","L3","Drought","RGB1",6961.031701,282.1433054,299.9195402
"9/8/2023",28,"L3_D_6","L3","Drought","RGB1",6651.304656,334.1386769,261.8322884
"9/8/2023",28,"L3_D_7","L3","Drought","RGB1",8959.007682,335.3701462,309.1954023
"9/8/2023",28,"L3_D_8","L3","Drought","RGB1",6580.382431,368.482988,270.6865204
"9/8/2023",28,"L3_D_9","L3","Drought","RGB1",6468.729927,329.3496295,273.3568443
"9/8/2023",28,"L1_C_1","L1","Control","RGB1",6300.231953,334.5491666,274.0595611
"9/8/2023",28,"L1_C_10","L1","Control","RGB1",4491.022934,194.4353234,314.8171369
"9/8/2023",28,"L1_C_11","L1","Control","RGB1",4837.903379,217.9700705,319.4550679
"9/8/2023",28,"L1_C_12","L1","Control","RGB1",5337.205069,312.2458889,282.492163
"9/8/2023",28,"L1_C_13","L1","Control","RGB1",9873.573611,378.0610828,378.9049112
"9/8/2023",28,"L1_C_14","L1","Control","RGB1",10075.53272,417.6049311,358.2450366
"9/8/2023",28,"L1_C_15","L1","Control","RGB1",4778.365633,248.6199737,283.8975966
"9/8/2023",28,"L1_C_16","L1","Control","RGB1",6933.839721,311.972229,282.0705329
"9/8/2023",28,"L1_C_17","L1","Control","RGB1",6844.571563,275.575469,289.800418
"9/8/2023",28,"L1_C_18","L1","Control","RGB1",3637.148583,178.2893923,266.7513062
"9/8/2023",28,"L1_C_19","L1","Control","RGB1",4226.141502,299.5207058,290.6436781
"9/8/2023",28,"L1_C_2","L1","Control","RGB1",9668.999147,410.0792852,284.03814
"9/8/2023",28,"L1_C_20","L1","Control","RGB1",6336.423826,311.972229,305.9629049
"9/8/2023",28,"L1_C_3","L1","Control","RGB1",8670.47269,420.4783595,305.8223615
"9/8/2023",28,"L1_C_4","L1","Control","RGB1",7160.375459,325.1079018,341.3798328
"9/8/2023",28,"L1_C_5","L1","Control","RGB1",5185.36074,307.3200116,301.4655172
"9/8/2023",28,"L1_C_6","L1","Control","RGB1",4507.753502,271.4705712,331.822884
"9/8/2023",28,"L1_C_7","L1","Control","RGB1",6492.575795,284.7430739,275.8866249
"9/8/2023",28,"L1_C_8","L1","Control","RGB1",5090.669571,275.1649792,296.8275862
"9/8/2023",28,"L1_C_9","L1","Control","RGB1",8603.781184,347.4111796,310.6008359
"9/8/2023",28,"L1_D_1","L1","Drought","RGB1",7459.256481,358.6312334,321.8443051
"9/8/2023",28,"L1_D_10","L1","Drought","RGB1",7126.029718,352.6107167,338.1473354
"9/8/2023",28,"L1_D_11","L1","Drought","RGB1",8058.749274,406.5217072,303.1520376
"9/8/2023",28,"L1_D_12","L1","Drought","RGB1",5650.855144,252.9985313,314.2549634
"9/8/2023",28,"L1_D_13","L1","Drought","RGB1",4586.32948,260.934667,285.4435737
"9/8/2023",28,"L1_D_14","L1","Drought","RGB1",6572.882521,328.2549901,338.2878788
"9/8/2023",28,"L1_D_15","L1","Drought","RGB1",5910.89048,252.0407219,275.7460815
"9/8/2023",28,"L1_D_16","L1","Drought","RGB1",5320.974495,306.499032,279.8218391
"9/8/2023",28,"L1_D_17","L1","Drought","RGB1",8513.359194,414.4578428,332.1039707
"9/8/2023",28,"L1_D_18","L1","Drought","RGB1",6920.186039,282.827455,324.9362591
"9/8/2023",28,"L1_D_19","L1","Drought","RGB1",4748.404455,267.7761632,235.6912226
"9/8/2023",28,"L1_D_2","L1","Drought","RGB1",8012.288294,330.0337791,295.984326
"9/8/2023",28,"L1_D_20","L1","Drought","RGB1",6006.004721,234.6633214,284.3192267
"9/8/2023",28,"L1_D_3","L1","Drought","RGB1",5772.084456,262.3029662,334.914838
"9/8/2023",28,"L1_D_4","L1","Drought","RGB1",6970.377743,255.46147,293.5950888
"9/8/2023",28,"L1_D_5","L1","Drought","RGB1",7769.945054,366.4305392,344.8934169
"9/8/2023",28,"L1_D_6","L1","Drought","RGB1",5374.935384,180.615501,309.8981191
"9/8/2023",28,"L1_D_7","L1","Drought","RGB1",4235.949077,214.6861523,272.091954
"9/8/2023",28,"L1_D_8","L1","Drought","RGB1",4606.560006,233.1581922,271.1081505
"9/8/2023",28,"L1_D_9","L1","Drought","RGB1",7584.024212,324.9710719,291.346395
"9/8/2023",28,"L2_C_1","L2","Control","RGB1",5954.582262,287.3428425,225.4315569
"9/8/2023",28,"L2_C_2","L2","Control","RGB1",6773.918566,258.1980685,277.854232
"9/8/2023",28,"L2_C_3","L2","Control","RGB1",6605.074442,295.6894679,245.9508882
"9/8/2023",28,"L2_C_4","L2","Control","RGB1",6099.96513,270.6495917,251.5726228
"9/8/2023",28,"L2_C_5","L2","Control","RGB1",7441.795153,307.7305013,275.0433647
"9/8/2023",28,"L2_C_6","L2","Control","RGB1",7450.141206,300.7521752,290.5031348
"9/8/2023",28,"L2_C_7","L2","Control","RGB1",5816.353155,308.414651,284.6003135
"9/8/2023",28,"L2_C_8","L2","Control","RGB1",6408.07681,288.9848016,256.0700104
"9/8/2023",28,"L2_C_9","L2","Control","RGB1",5397.819725,248.3463139,257.7565308
"9/8/2023",28,"L2_D_1","L2","Drought","RGB1",6527.959985,298.1524066,267.8756531
"9/8/2023",28,"L2_D_2","L2","Drought","RGB1",4976.786325,231.789893,258.8808777
"9/8/2023",28,"L2_D_3","L2","Drought","RGB1",7420.487716,356.9892743,258.8808777
"9/8/2023",28,"L2_D_4","L2","Drought","RGB1",4939.863692,272.4283807,284.4597701
"9/8/2023",28,"L2_D_5","L2","Drought","RGB1",5294.628657,208.2551459,252.415883
"9/8/2023",28,"L2_D_6","L2","Drought","RGB1",5232.783247,187.3201673,296.5464995
"9/8/2023",28,"L2_D_7","L2","Drought","RGB1",5763.392253,251.3565722,276.4487983
"9/8/2023",28,"L2_D_8","L2","Drought","RGB1",5884.198493,266.2710341,299.7789969
"9/8/2023",28,"L2_D_9","L2","Drought","RGB1",5972.197435,252.1775518,232.5992685
"9/8/2023",28,"L5_C_1","L5","Control","RGB1",8585.896783,336.8752754,336.8824451
"9/8/2023",28,"L5_C_2","L5","Control","RGB1",7486.179234,310.3302699,330.4174504
"9/8/2023",28,"L5_C_3","L5","Control","RGB1",9354.541389,223.1696077,305.6818182
"9/8/2023",28,"L5_C_4","L5","Control","RGB1",11403.20907,418.5627406,325.3578892
"9/8/2023",28,"L5_C_5","L5","Control","RGB1",8323.746089,352.8843766,309.3359456
"9/8/2023",28,"L5_C_6","L5","Control","RGB1",7255.643544,313.751018,288.1138976
"9/8/2023",28,"L5_C_7","L5","Control","RGB1",3873.64574,210.3075947,264.9242424
"9/8/2023",28,"L5_C_8","L5","Control","RGB1",6828.687139,355.0736554,278.8380355
"9/8/2023",28,"L5_C_9","L5","Control","RGB1",4912.325561,281.048666,281.5083594
"9/8/2023",28,"L5_D_1","L5","Drought","RGB1",8343.515082,336.4647856,328.3092999
"9/8/2023",28,"L5_D_2","L5","Drought","RGB1",7439.256722,283.9220944,279.2596656
"9/8/2023",28,"L5_D_3","L5","Drought","RGB1",5316.897621,217.5595808,288.676071
"9/8/2023",28,"L5_D_4","L5","Drought","RGB1",6052.504162,201.2768197,329.0120167
"9/8/2023",28,"L5_D_5","L5","Drought","RGB1",8314.323125,322.5081332,279.9623824
"9/8/2023",28,"L5_D_6","L5","Drought","RGB1",9607.153737,372.7247157,306.1034483
"9/8/2023",28,"L5_D_7","L5","Drought","RGB1",6330.539281,318.6768953,321.5632184
"9/8/2023",28,"L5_D_8","L5","Drought","RGB1",8318.592304,377.3769332,317.6280042
"9/8/2023",28,"L5_D_9","L5","Drought","RGB1",5872.621709,256.8297692,276.4487983
"9/8/2023",28,"L4_C_1","L4","Control","RGB1",7123.375904,342.0748125,259.3025078
"9/8/2023",28,"L4_C_2","L4","Control","RGB1",6368.192675,267.5025034,386.4942529
"9/8/2023",28,"L4_C_3","L4","Control","RGB1",8252.400792,295.4158081,345.8772205
"9/8/2023",28,"L4_C_4","L4","Control","RGB1",6814.148852,282.2801353,308.7737722
"9/8/2023",28,"L4_C_5","L4","Control","RGB1",7405.910969,297.6050869,373.2831766
"9/8/2023",28,"L4_C_6","L4","Control","RGB1",7239.182204,319.361045,342.0825496
"9/8/2023",28,"L4_C_7","L4","Control","RGB1",7263.72037,227.6849952,284.6003135
"9/8/2023",28,"L4_C_8","L4","Control","RGB1",5254.436833,225.9062062,246.653605
"9/8/2023",28,"L4_C_9","L4","Control","RGB1",6957.262516,230.0111039,320.8605016
"9/8/2023",28,"L4_D_1","L4","Drought","RGB1",6483.152831,302.5309642,394.5052246
"9/8/2023",28,"L4_D_2","L4","Drought","RGB1",8061.249244,323.8764325,311.1630094
"9/8/2023",28,"L4_D_3","L4","Drought","RGB1",7284.258585,272.8388705,318.330721
"9/8/2023",28,"L4_D_4","L4","Drought","RGB1",5828.545316,271.3337413,306.5250784
"9/8/2023",28,"L4_D_5","L4","Drought","RGB1",4827.518888,171.7215559,335.3364681
"9/8/2023",28,"L4_D_6","L4","Drought","RGB1",8268.323678,315.666637,291.0653082
"9/8/2023",28,"L4_D_7","L4","Drought","RGB1",7639.408162,382.3028105,295.4221525
"9/8/2023",28,"L4_D_8","L4","Drought","RGB1",6829.879432,235.4843009,294.438349
"9/8/2023",28,"L4_D_9","L4","Drought","RGB1",6256.078638,237.9472396,304.5574713
"9/8/2023",28,"L7_C_1","L7","Control","RGB1",4280.294698,206.202697,276.0271682
"9/8/2023",28,"L7_C_10","L7","Control","RGB1",5418.511784,212.0863838,301.1844305
"9/8/2023",28,"L7_C_11","L7","Control","RGB1",4299.217547,324.0132624,264.362069
"9/8/2023",28,"L7_C_12","L7","Control","RGB1",5763.430714,269.2812924,301.6060606
"9/8/2023",28,"L7_C_13","L7","Control","RGB1",5018.285826,234.3896615,278.2758621
"9/8/2023",28,"L7_C_14","L7","Control","RGB1",6399.307685,258.7453882,259.0214211
"9/8/2023",28,"L7_C_15","L7","Control","RGB1",4059.066588,214.2756626,267.0323929
"9/8/2023",28,"L7_C_16","L7","Control","RGB1",5019.86273,252.1775518,257.1943574
"9/8/2023",28,"L7_C_17","L7","Control","RGB1",5376.973821,247.7989942,272.2324974
"9/8/2023",28,"L7_C_18","L7","Control","RGB1",4415.908452,223.0327778,272.3730407
"9/8/2023",28,"L7_C_19","L7","Control","RGB1",4962.363421,297.8787467,216.7178683
"9/8/2023",28,"L7_C_2","L7","Control","RGB1",5176.245465,262.713456,247.6374086
"9/8/2023",28,"L7_C_20","L7","Control","RGB1",4598.406258,338.1067447,256.4916405
"9/8/2023",28,"L7_C_3","L7","Control","RGB1",5812.545508,329.2127996,282.0705329
"9/8/2023",28,"L7_C_4","L7","Control","RGB1",3117.308679,272.5652106,237.6588297
"9/8/2023",28,"L7_C_5","L7","Control","RGB1",8924.585019,316.2139567,296.4059561
"9/8/2023",28,"L7_C_6","L7","Control","RGB1",4995.016875,255.5982999,266.1891327
"9/8/2023",28,"L7_C_7","L7","Control","RGB1",5460.011285,288.4374819,286.4273772
"9/8/2023",28,"L7_C_8","L7","Control","RGB1",3579.033897,172.9530252,263.5188088
"9/8/2023",28,"L7_C_9","L7","Control","RGB1",6272.655361,334.4123367,272.6541275
"9/8/2023",28,"L7_D_1","L7","Drought","RGB1",4495.984412,284.7430739,230.6316614
"9/8/2023",28,"L7_D_10","L7","Drought","RGB1",3056.463256,144.6292307,261.1295716
"9/8/2023",28,"L7_D_11","L7","Drought","RGB1",4778.327172,241.7784775,245.3887147
"9/8/2023",28,"L7_D_12","L7","Drought","RGB1",4822.057415,259.8400276,286.4273772
"9/8/2023",28,"L7_D_13","L7","Drought","RGB1",4615.059904,227.8218251,292.892372
"9/8/2023",28,"L7_D_14","L7","Drought","RGB1",3789.915977,256.0087897,269.5621734
"9/8/2023",28,"L7_D_15","L7","Drought","RGB1",2916.964933,184.8572287,266.0485893
"9/8/2023",28,"L7_D_16","L7","Drought","RGB1",5510.010684,257.240259,258.1781609
"9/8/2023",28,"L7_D_17","L7","Drought","RGB1",2319.279811,148.4604686,270.2648903
"9/8/2023",28,"L7_D_18","L7","Drought","RGB1",6201.079299,271.1969114,300.9033438
"9/8/2023",28,"L7_D_19","L7","Drought","RGB1",4082.912455,246.5675249,269.9838035
"9/8/2023",28,"L7_D_2","L7","Drought","RGB1",3630.571739,165.8378691,234.9885057
"9/8/2023",28,"L7_D_20","L7","Drought","RGB1",3060.770897,198.813881,244.8265413
"9/8/2023",28,"L7_D_3","L7","Drought","RGB1",4769.558047,301.2994949,240.6102403
"9/8/2023",28,"L7_D_4","L7","Drought","RGB1",6167.272013,257.240259,269.4216301
"9/8/2023",28,"L7_D_5","L7","Drought","RGB1",7595.870223,302.804624,312.568443
"9/8/2023",28,"L7_D_6","L7","Drought","RGB1",2249.511419,144.7660607,196.0579937
"9/8/2023",28,"L7_D_7","L7","Drought","RGB1",7083.645612,224.2642471,296.1248694
"9/8/2023",28,"L7_D_8","L7","Drought","RGB1",4701.212714,337.559425,270.2648903
"9/8/2023",28,"L7_D_9","L7","Drought","RGB1",5500.58772,275.438639,244.4049112
"9/8/2023",28,"L8_C_1","L8","Control","RGB1",4909.78713,337.4225951,275.4649948
"9/8/2023",28,"L8_C_10","L8","Control","RGB1",6760.11104,287.6165024,319.7361546
"9/8/2023",28,"L8_C_11","L8","Control","RGB1",5896.621421,257.7875787,250.1671891
"9/8/2023",28,"L8_C_12","L8","Control","RGB1",6818.648798,354.7999955,251.1509927
"9/8/2023",28,"L8_C_13","L8","Control","RGB1",4265.217956,312.6563786,249.745559
"9/8/2023",28,"L8_C_14","L8","Control","RGB1",6930.993601,397.9014219,332.9472309
"9/8/2023",28,"L8_C_15","L8","Control","RGB1",5235.860133,354.5263357,299.7789969
"9/8/2023",28,"L8_C_16","L8","Control","RGB1",5434.703897,295.1421482,250.5888192
"9/8/2023",28,"L8_C_17","L8","Control","RGB1",5775.738258,262.4397962,310.4602926
"9/8/2023",28,"L8_C_18","L8","Control","RGB1",5510.472217,343.9904315,257.7565308
"9/8/2023",28,"L8_C_19","L8","Control","RGB1",7113.029874,278.3120675,296.1248694
"9/8/2023",28,"L8_C_2","L8","Control","RGB1",4817.672853,307.3200116,252.8375131
"9/8/2023",28,"L8_C_20","L8","Control","RGB1",4339.140144,313.0668684,300.0600836
"9/8/2023",28,"L8_C_3","L8","Control","RGB1",7953.827459,345.4955606,321.7037617
"9/8/2023",28,"L8_C_4","L8","Control","RGB1",6321.000934,256.0087897,270.8270637
"9/8/2023",28,"L8_C_5","L8","Control","RGB1",8116.287044,354.1158459,287.130094
"9/8/2023",28,"L8_C_6","L8","Control","RGB1",2365.433102,132.4513674,262.5350052
"9/8/2023",28,"L8_C_7","L8","Control","RGB1",5578.394477,360.1363626,298.7951933
"9/8/2023",28,"L8_C_8","L8","Control","RGB1",6955.185618,319.6347048,368.9263323
"9/8/2023",28,"L8_C_9","L8","Control","RGB1",6588.882329,392.8387147,309.476489
"9/8/2023",28,"L8_D_1","L8","Drought","RGB1",5657.278144,250.3987628,329.4336468
"9/8/2023",28,"L8_D_10","L8","Drought","RGB1",5356.589451,330.9915886,240.1886102
"9/8/2023",28,"L8_D_11","L8","Drought","RGB1",7051.03062,399.6802109,295.4221525
"9/8/2023",28,"L8_D_12","L8","Drought","RGB1",5266.705916,356.8524444,270.8270637
"9/8/2023",28,"L8_D_13","L8","Drought","RGB1",5915.082737,377.7874229,289.5193312
"9/8/2023",28,"L8_D_14","L8","Drought","RGB1",5768.66142,358.3575736,256.4916405
"9/8/2023",28,"L8_D_15","L8","Drought","RGB1",5794.199575,299.6575358,289.0977011
"9/8/2023",28,"L8_D_16","L8","Drought","RGB1",6410.769086,267.5025034,301.4655172
"9/8/2023",28,"L8_D_17","L8","Drought","RGB1",7185.029009,327.1603507,286.7084639
"9/8/2023",28,"L8_D_18","L8","Drought","RGB1",6119.695662,285.2903936,289.800418
