"Date","DAT","Plant.ID","Plant.Name","Treatment","PID","RGB1.RGB2_Plant_Volume"
"9/11/2023",31,"L7_D_15","L7","Drought","RGB1/RGB2",282880.4548
"9/11/2023",31,"L5_D_6","L5","Drought","RGB1/RGB2",1875352.729
"9/11/2023",31,"L4_C_3","L4","Control","RGB1/RGB2",1472198.267
"9/11/2023",31,"L9_D_11","L9","Drought","RGB1/RGB2",660905.5505
"9/11/2023",31,"L7_C_14","L7","Control","RGB1/RGB2",1125763.686
"9/11/2023",31,"L2_C_9","L2","Control","RGB1/RGB2",906025.8998
"9/11/2023",31,"L8_D_19","L8","Drought","RGB1/RGB2",602825.3654
"9/11/2023",31,"L6_C_4","L6","Control","RGB1/RGB2",919092.3913
"9/11/2023",31,"L1_C_16","L1","Control","RGB1/RGB2",1490915.115
"9/11/2023",31,"L8_C_12","L8","Control","RGB1/RGB2",1388222.843
"9/11/2023",31,"L8_D_2","L8","Drought","RGB1/RGB2",786739.1793
"9/11/2023",31,"L8_D_14","L8","Drought","RGB1/RGB2",742622.7487
"9/11/2023",31,"L8_C_9","L8","Control","RGB1/RGB2",1268428.772
"9/11/2023",31,"L7_D_13","L7","Drought","RGB1/RGB2",640253.8303
"9/11/2023",31,"L2_D_1","L2","Drought","RGB1/RGB2",976526.3558
"9/11/2023",31,"L9_C_17","L9","Control","RGB1/RGB2",704214.7827
"9/11/2023",31,"L8_D_7","L8","Drought","RGB1/RGB2",1032320.617
"9/11/2023",31,"L6_D_14","L6","Drought","RGB1/RGB2",957311.0204
"9/11/2023",31,"L7_D_18","L7","Drought","RGB1/RGB2",950501.3245
"9/11/2023",31,"L1_C_7","L1","Control","RGB1/RGB2",1143220.536
"9/11/2023",31,"L6_C_8","L6","Control","RGB1/RGB2",873046.6339
"9/11/2023",31,"L1_C_13","L1","Control","RGB1/RGB2",2645156.609
"9/11/2023",31,"L1_C_6","L1","Control","RGB1/RGB2",752985.6777
"9/11/2023",31,"L8_D_20","L8","Drought","RGB1/RGB2",778452.6078
"9/11/2023",31,"L7_D_5","L7","Drought","RGB1/RGB2",1153886.287
"9/11/2023",31,"L1_C_17","L1","Control","RGB1/RGB2",1339971.134
"9/11/2023",31,"L9_D_9","L9","Drought","RGB1/RGB2",544154.3509
"9/11/2023",31,"L3_D_2","L3","Drought","RGB1/RGB2",1078539.966
"9/11/2023",31,"L9_C_6","L9","Control","RGB1/RGB2",1437119.193
"9/11/2023",31,"L6_D_5","L6","Drought","RGB1/RGB2",615906.0328
"9/11/2023",31,"L6_D_15","L6","Drought","RGB1/RGB2",1399162.55
"9/11/2023",31,"L9_D_4","L9","Drought","RGB1/RGB2",1035076.171
"9/11/2023",31,"L9_C_8","L9","Control","RGB1/RGB2",927815.7802
"9/11/2023",31,"L2_C_4","L2","Control","RGB1/RGB2",827408.5918
"9/11/2023",31,"L7_D_20","L7","Drought","RGB1/RGB2",327885.4306
"9/11/2023",31,"L1_C_20","L1","Control","RGB1/RGB2",1103051.939
"9/11/2023",31,"L8_C_1","L8","Control","RGB1/RGB2",726604.0287
"9/11/2023",31,"L4_D_7","L4","Drought","RGB1/RGB2",1086478.371
"9/11/2023",31,"L3_C_5","L3","Control","RGB1/RGB2",1354020.076
"9/11/2023",31,"L7_C_19","L7","Control","RGB1/RGB2",831159.9655
"9/11/2023",31,"L9_D_15","L9","Drought","RGB1/RGB2",657436.5437
"9/11/2023",31,"L7_D_19","L7","Drought","RGB1/RGB2",504853.0024
"9/11/2023",31,"L2_D_2","L2","Drought","RGB1/RGB2",550766.8207
"9/11/2023",31,"L9_C_7","L9","Control","RGB1/RGB2",1407464.004
"9/11/2023",31,"L6_C_9","L6","Control","RGB1/RGB2",900673.9169
"9/11/2023",31,"L6_C_10","L6","Control","RGB1/RGB2",924297.4277
"9/11/2023",31,"L1_D_14","L1","Drought","RGB1/RGB2",1121504.82
"9/11/2023",31,"L6_C_5","L6","Control","RGB1/RGB2",378948.6042
"9/11/2023",31,"L1_D_18","L1","Drought","RGB1/RGB2",1056863.387
"9/11/2023",31,"L1_D_5","L1","Drought","RGB1/RGB2",1519700.978
"9/11/2023",31,"L6_D_1","L6","Drought","RGB1/RGB2",520004.8007
"9/11/2023",31,"L8_C_11","L8","Control","RGB1/RGB2",1123901.992
"9/11/2023",31,"L3_C_6","L3","Control","RGB1/RGB2",1809272.142
"9/11/2023",31,"L1_C_1","L1","Control","RGB1/RGB2",1185858.092
"9/11/2023",31,"L1_D_4","L1","Drought","RGB1/RGB2",1025226.333
"9/11/2023",31,"L1_C_4","L1","Control","RGB1/RGB2",1295198.212
"9/11/2023",31,"L3_C_9","L3","Control","RGB1/RGB2",1381639.516
"9/11/2023",31,"L8_D_4","L8","Drought","RGB1/RGB2",685937.7728
"9/11/2023",31,"L4_C_1","L4","Control","RGB1/RGB2",1429701.988
"9/11/2023",31,"L2_C_5","L2","Control","RGB1/RGB2",1272703.392
"9/11/2023",31,"L2_C_6","L2","Control","RGB1/RGB2",1342550.407
"9/11/2023",31,"L1_D_15","L1","Drought","RGB1/RGB2",782867.7797
"9/11/2023",31,"L1_C_2","L1","Control","RGB1/RGB2",1943908.715
"9/11/2023",31,"L7_C_20","L7","Control","RGB1/RGB2",564693.7552
"9/11/2023",31,"L6_D_11","L6","Drought","RGB1/RGB2",835097.2958
"9/11/2023",31,"L7_D_4","L7","Drought","RGB1/RGB2",1012562.001
"9/11/2023",31,"L5_D_9","L5","Drought","RGB1/RGB2",821612.4438
"9/11/2023",31,"L7_C_15","L7","Control","RGB1/RGB2",604642.4492
"9/11/2023",31,"L8_D_9","L8","Drought","RGB1/RGB2",1035509.179
"9/11/2023",31,"L6_D_13","L6","Drought","RGB1/RGB2",767458.4509
"9/11/2023",31,"L3_C_7","L3","Control","RGB1/RGB2",1933145.23
"9/11/2023",31,"L7_D_12","L7","Drought","RGB1/RGB2",678500.2054
"9/11/2023",31,"L7_D_11","L7","Drought","RGB1/RGB2",687545.629
"9/11/2023",31,"L6_C_1","L6","Control","RGB1/RGB2",759601.4783
"9/11/2023",31,"L8_C_16","L8","Control","RGB1/RGB2",1023550.125
"9/11/2023",31,"L4_C_6","L4","Control","RGB1/RGB2",1235406.941
"9/11/2023",31,"L9_D_6","L9","Drought","RGB1/RGB2",627470.5905
"9/11/2023",31,"L9_D_1","L9","Drought","RGB1/RGB2",740296.8584
"9/11/2023",31,"L3_C_2","L3","Control","RGB1/RGB2",980362.5587
"9/11/2023",31,"L2_D_8","L2","Drought","RGB1/RGB2",905747.0574
"9/11/2023",31,"L6_C_2","L6","Control","RGB1/RGB2",638306.6099
"9/11/2023",31,"L7_C_7","L7","Control","RGB1/RGB2",849965.9605
"9/11/2023",31,"L8_C_15","L8","Control","RGB1/RGB2",949360.6056
"9/11/2023",31,"L6_D_18","L6","Drought","RGB1/RGB2",1057356.744
"9/11/2023",31,"L5_C_4","L5","Control","RGB1/RGB2",2504839.832
"9/11/2023",31,"L7_D_2","L7","Drought","RGB1/RGB2",532107.046
"9/11/2023",31,"L3_D_9","L3","Drought","RGB1/RGB2",1256293.737
"9/11/2023",31,"L8_C_13","L8","Control","RGB1/RGB2",648046.8265
"9/11/2023",31,"L7_C_3","L7","Control","RGB1/RGB2",880821.9542
"9/11/2023",31,"L8_C_8","L8","Control","RGB1/RGB2",1236618.83
"9/11/2023",31,"L7_D_9","L7","Drought","RGB1/RGB2",800463.0216
"9/11/2023",31,"L8_C_14","L8","Control","RGB1/RGB2",1216918.634
"9/11/2023",31,"L5_C_8","L5","Control","RGB1/RGB2",1250057.584
"9/11/2023",31,"L9_D_7","L9","Drought","RGB1/RGB2",882759.7927
"9/11/2023",31,"L9_D_3","L9","Drought","RGB1/RGB2",681232.7514
"9/11/2023",31,"L3_D_7","L3","Drought","RGB1/RGB2",1717839.474
"9/11/2023",31,"L7_D_17","L7","Drought","RGB1/RGB2",254115.2084
"9/11/2023",31,"L7_C_18","L7","Control","RGB1/RGB2",620119.4816
"9/11/2023",31,"L2_D_3","L2","Drought","RGB1/RGB2",1181939.699
"9/11/2023",31,"L9_C_16","L9","Control","RGB1/RGB2",749499.1097
"9/11/2023",31,"L8_D_15","L8","Drought","RGB1/RGB2",1014750.355
"9/11/2023",31,"L4_D_8","L4","Drought","RGB1/RGB2",1034552.632
"9/11/2023",31,"L3_D_1","L3","Drought","RGB1/RGB2",1906124.464
"9/11/2023",31,"L1_D_12","L1","Drought","RGB1/RGB2",747255.1689
"9/11/2023",31,"L9_D_10","L9","Drought","RGB1/RGB2",837548.4056
"9/11/2023",31,"L7_D_7","L7","Drought","RGB1/RGB2",1126383.443
"9/11/2023",31,"L9_C_10","L9","Control","RGB1/RGB2",1216181.617
"9/11/2023",31,"L2_D_7","L2","Drought","RGB1/RGB2",843299.009
"9/11/2023",31,"L1_C_11","L1","Control","RGB1/RGB2",791839.3877
"9/11/2023",31,"L1_D_9","L1","Drought","RGB1/RGB2",1195010.134
"9/11/2023",31,"L6_C_16","L6","Control","RGB1/RGB2",1166188.671
"9/11/2023",31,"L1_D_11","L1","Drought","RGB1/RGB2",1251478.135
"9/11/2023",31,"L1_D_13","L1","Drought","RGB1/RGB2",650765.7684
"9/11/2023",31,"L9_C_18","L9","Control","RGB1/RGB2",1107856.831
"9/11/2023",31,"L3_D_6","L3","Drought","RGB1/RGB2",1084988.89
"9/11/2023",31,"L1_D_3","L1","Drought","RGB1/RGB2",942268.7834
"9/11/2023",31,"L9_C_12","L9","Control","RGB1/RGB2",1289393.299
"9/11/2023",31,"L2_C_2","L2","Control","RGB1/RGB2",1235663.666
"9/11/2023",31,"L8_C_5","L8","Control","RGB1/RGB2",1557037.768
"9/11/2023",31,"L5_D_5","L5","Drought","RGB1/RGB2",1579557.581
"9/11/2023",31,"L6_D_4","L6","Drought","RGB1/RGB2",573029.5599
"9/11/2023",31,"L4_C_2","L4","Control","RGB1/RGB2",1228698.686
"9/11/2023",31,"L5_D_2","L5","Drought","RGB1/RGB2",1290544.93
"9/11/2023",31,"L2_C_3","L2","Control","RGB1/RGB2",1162873.103
"9/11/2023",31,"L6_D_3","L6","Drought","RGB1/RGB2",603398.7483
"9/11/2023",31,"L6_D_9","L6","Drought","RGB1/RGB2",644675.5636
"9/11/2023",31,"L1_D_7","L1","Drought","RGB1/RGB2",622065.8931
"9/11/2023",31,"L5_D_1","L5","Drought","RGB1/RGB2",1370478.728
"9/11/2023",31,"L1_C_19","L1","Control","RGB1/RGB2",706076.3184
"9/11/2023",31,"L1_D_17","L1","Drought","RGB1/RGB2",1910413.536
"9/11/2023",31,"L8_D_13","L8","Drought","RGB1/RGB2",998694.616
"9/11/2023",31,"L4_D_9","L4","Drought","RGB1/RGB2",857498.869
"9/11/2023",31,"L5_C_5","L5","Control","RGB1/RGB2",1545650.866
"9/11/2023",31,"L7_C_12","L7","Control","RGB1/RGB2",949651.7738
"9/11/2023",31,"L6_D_10","L6","Drought","RGB1/RGB2",639385.6224
"9/11/2023",31,"L7_D_8","L7","Drought","RGB1/RGB2",556186.8439
"9/11/2023",31,"L7_D_1","L7","Drought","RGB1/RGB2",543201.7263
"9/11/2023",31,"L9_C_19","L9","Control","RGB1/RGB2",631215.5385
"9/11/2023",31,"L7_C_10","L7","Control","RGB1/RGB2",675093.3255
"9/11/2023",31,"L6_C_7","L6","Control","RGB1/RGB2",503439.2488
"9/11/2023",31,"L3_C_4","L3","Control","RGB1/RGB2",1033401.61
"9/11/2023",31,"L3_D_4","L3","Drought","RGB1/RGB2",1523756.077
"9/11/2023",31,"L8_C_7","L8","Control","RGB1/RGB2",920068.348
"9/11/2023",31,"L8_C_20","L8","Control","RGB1/RGB2",579347.4006
"9/11/2023",31,"L9_D_13","L9","Drought","RGB1/RGB2",1046703.301
"9/11/2023",31,"L2_C_1","L2","Control","RGB1/RGB2",984898.1797
"9/11/2023",31,"L7_C_9","L7","Control","RGB1/RGB2",1070895.945
"9/11/2023",31,"L8_D_6","L8","Drought","RGB1/RGB2",935563.3494
"9/13/2023",33,"L9_D_5","L9","Drought","RGB1/RGB2",1054047.88
"9/13/2023",33,"L9_C_2","L9","Control","RGB1/RGB2",1047673.502
"9/13/2023",33,"L4_D_4","L4","Drought","RGB1/RGB2",1007454.02
"9/13/2023",33,"L2_C_7","L2","Control","RGB1/RGB2",1260079.109
"9/13/2023",33,"L6_D_6","L6","Drought","RGB1/RGB2",814711.1723
"9/13/2023",33,"L1_C_12","L1","Control","RGB1/RGB2",1246172.413
"9/13/2023",33,"L8_C_6","L8","Control","RGB1/RGB2",477451.1737
"9/13/2023",33,"L8_D_17","L8","Drought","RGB1/RGB2",1377667.756
"9/13/2023",33,"L6_C_11","L6","Control","RGB1/RGB2",1515740.328
"9/13/2023",33,"L8_C_19","L8","Control","RGB1/RGB2",1787274.492
"9/13/2023",33,"L4_C_5","L4","Control","RGB1/RGB2",1978251.382
"9/13/2023",33,"L6_C_18","L6","Control","RGB1/RGB2",2080415.559
"9/13/2023",33,"L5_D_3","L5","Drought","RGB1/RGB2",970515.3012
"9/13/2023",33,"L7_C_2","L7","Control","RGB1/RGB2",1136975.801
"9/13/2023",33,"L3_D_8","L3","Drought","RGB1/RGB2",1352852.531
"9/13/2023",33,"L9_C_3","L9","Control","RGB1/RGB2",735743.1008
"9/13/2023",33,"L5_D_7","L5","Drought","RGB1/RGB2",1129642.825
"9/13/2023",33,"L1_D_20","L1","Drought","RGB1/RGB2",1428536.43
"9/13/2023",33,"L4_C_9","L4","Control","RGB1/RGB2",1903523.562
"9/13/2023",33,"L8_D_3","L8","Drought","RGB1/RGB2",1262652.923
"9/13/2023",33,"L4_D_6","L4","Drought","RGB1/RGB2",1775630.021
"9/13/2023",33,"L1_D_2","L1","Drought","RGB1/RGB2",1792946.389
"9/13/2023",33,"L4_C_7","L4","Control","RGB1/RGB2",1784262.915
"9/13/2023",33,"L3_C_3","L3","Control","RGB1/RGB2",1812431.251
"9/13/2023",33,"L5_C_7","L5","Control","RGB1/RGB2",887372.3356
"9/13/2023",33,"L1_D_8","L1","Drought","RGB1/RGB2",1072210.344
"9/13/2023",33,"L8_C_17","L8","Control","RGB1/RGB2",1600570.161
"9/13/2023",33,"L8_D_16","L8","Drought","RGB1/RGB2",1307111.836
"9/13/2023",33,"L7_D_14","L7","Drought","RGB1/RGB2",588618.8115
"9/13/2023",33,"L7_D_3","L7","Drought","RGB1/RGB2",831892.6309
"9/13/2023",33,"L2_D_4","L2","Drought","RGB1/RGB2",796282.7092
"9/13/2023",33,"L9_D_8","L9","Drought","RGB1/RGB2",1272280.685
"9/13/2023",33,"L8_C_18","L8","Control","RGB1/RGB2",1454344.009
"9/13/2023",33,"L2_D_9","L2","Drought","RGB1/RGB2",1304008.671
"9/13/2023",33,"L1_D_10","L1","Drought","RGB1/RGB2",1594052.333
"9/13/2023",33,"L9_D_17","L9","Drought","RGB1/RGB2",738155.2189
"9/13/2023",33,"L9_C_13","L9","Control","RGB1/RGB2",1242610.232
"9/13/2023",33,"L5_C_1","L5","Control","RGB1/RGB2",2158911.628
"9/13/2023",33,"L6_D_2","L6","Drought","RGB1/RGB2",770676.718
"9/13/2023",33,"L7_D_10","L7","Drought","RGB1/RGB2",509199.2403
"9/13/2023",33,"L7_D_16","L7","Drought","RGB1/RGB2",974215.5695
"9/13/2023",33,"L6_D_12","L6","Drought","RGB1/RGB2",1186068.222
"9/13/2023",33,"L1_D_19","L1","Drought","RGB1/RGB2",1096311.998
"9/13/2023",33,"L8_C_4","L8","Control","RGB1/RGB2",2006725.763
"9/13/2023",33,"L7_C_13","L7","Control","RGB1/RGB2",1222133.728
"9/13/2023",33,"L6_C_12","L6","Control","RGB1/RGB2",1635006.579
"9/13/2023",33,"L3_C_8","L3","Control","RGB1/RGB2",3099307.512
"9/13/2023",33,"L1_C_9","L1","Control","RGB1/RGB2",2651308.254
"9/13/2023",33,"L9_C_5","L9","Control","RGB1/RGB2",1173951.281
"9/13/2023",33,"L6_D_7","L6","Drought","RGB1/RGB2",801897.6142
"9/13/2023",33,"L5_D_8","L5","Drought","RGB1/RGB2",1645108.19
"9/13/2023",33,"L9_D_18","L9","Drought","RGB1/RGB2",646884.0739
"9/13/2023",33,"L3_C_1","L3","Control","RGB1/RGB2",2117305.24
"9/13/2023",33,"L6_C_13","L6","Control","RGB1/RGB2",2854033.012
"9/13/2023",33,"L8_D_18","L8","Drought","RGB1/RGB2",1033887.944
"9/13/2023",33,"L8_C_10","L8","Control","RGB1/RGB2",1548853.808
"9/13/2023",33,"L8_D_12","L8","Drought","RGB1/RGB2",1212157.365
"9/13/2023",33,"L9_C_4","L9","Control","RGB1/RGB2",1692690.303
"9/13/2023",33,"L5_C_9","L5","Control","RGB1/RGB2",1188437.323
"9/13/2023",33,"L1_C_3","L1","Control","RGB1/RGB2",2559191.004
"9/13/2023",33,"L9_D_2","L9","Drought","RGB1/RGB2",1013718.813
"9/13/2023",33,"L4_D_1","L4","Drought","RGB1/RGB2",1341255.404
"9/13/2023",33,"L1_D_16","L1","Drought","RGB1/RGB2",1074636.975
"9/13/2023",33,"L8_D_8","L8","Drought","RGB1/RGB2",855865.4083
"9/13/2023",33,"L9_C_14","L9","Control","RGB1/RGB2",1272650.009
"9/13/2023",33,"L9_C_1","L9","Control","RGB1/RGB2",1480174.336
"9/13/2023",33,"L1_C_14","L1","Control","RGB1/RGB2",3493625.682
"9/13/2023",33,"L6_D_8","L6","Drought","RGB1/RGB2",970772.6984
"9/13/2023",33,"L4_D_5","L4","Drought","RGB1/RGB2",861605.8895
"9/13/2023",33,"L4_D_2","L4","Drought","RGB1/RGB2",1594390.73
"9/13/2023",33,"L7_C_1","L7","Control","RGB1/RGB2",962227.3364
"9/13/2023",33,"L8_C_3","L8","Control","RGB1/RGB2",2343032.83
"9/13/2023",33,"L6_C_3","L6","Control","RGB1/RGB2",765890.1351
"9/13/2023",33,"L3_D_3","L3","Drought","RGB1/RGB2",1584842.058
"9/13/2023",33,"L6_D_17","L6","Drought","RGB1/RGB2",1061789.703
"9/13/2023",33,"L4_C_8","L4","Control","RGB1/RGB2",1219613.852
"9/13/2023",33,"L6_C_15","L6","Control","RGB1/RGB2",740396.6749
"9/13/2023",33,"L5_C_2","L5","Control","RGB1/RGB2",1788604.163
"9/13/2023",33,"L1_C_5","L1","Control","RGB1/RGB2",1578902.584
"9/13/2023",33,"L8_D_11","L8","Drought","RGB1/RGB2",1480910.606
"9/13/2023",33,"L9_C_15","L9","Control","RGB1/RGB2",978001.2911
"9/13/2023",33,"L7_C_17","L7","Control","RGB1/RGB2",1407177.223
"9/13/2023",33,"L9_C_9","L9","Control","RGB1/RGB2",2052922.173
"9/13/2023",33,"L4_C_4","L4","Control","RGB1/RGB2",1595152.528
"9/13/2023",33,"L4_D_3","L4","Drought","RGB1/RGB2",1615862.12
"9/13/2023",33,"L2_C_8","L2","Control","RGB1/RGB2",1450231.672
"9/13/2023",33,"L7_C_8","L7","Control","RGB1/RGB2",822478.3421
"9/13/2023",33,"L8_D_5","L8","Drought","RGB1/RGB2",1330766.573
"9/13/2023",33,"L1_C_15","L1","Control","RGB1/RGB2",1195050.923
"9/13/2023",33,"L3_D_5","L3","Drought","RGB1/RGB2",1518946.149
"9/13/2023",33,"L7_C_5","L7","Control","RGB1/RGB2",2496639.753
"9/13/2023",33,"L5_C_3","L5","Control","RGB1/RGB2",2910560.552
"9/13/2023",33,"L2_D_5","L2","Drought","RGB1/RGB2",955846.3861
"9/13/2023",33,"L6_D_16","L6","Drought","RGB1/RGB2",1379851.963
"9/13/2023",33,"L7_C_6","L7","Control","RGB1/RGB2",1102336.996
"9/13/2023",33,"L9_C_20","L9","Control","RGB1/RGB2",1602291.165
"9/13/2023",33,"L7_C_4","L7","Control","RGB1/RGB2",530180.9258
"9/13/2023",33,"L7_D_6","L7","Drought","RGB1/RGB2",286752.5453
"9/13/2023",33,"L1_C_8","L1","Control","RGB1/RGB2",1751498.856
"9/13/2023",33,"L5_D_4","L5","Drought","RGB1/RGB2",1100036.3
"9/13/2023",33,"L9_D_16","L9","Drought","RGB1/RGB2",894371.9897
"9/13/2023",33,"L9_D_14","L9","Drought","RGB1/RGB2",1440603.27
"9/13/2023",33,"L8_C_2","L8","Control","RGB1/RGB2",1024341.307
"9/13/2023",33,"L2_D_6","L2","Drought","RGB1/RGB2",832798.4089
"9/13/2023",33,"L9_D_19","L9","Drought","RGB1/RGB2",835356.2437
"9/13/2023",33,"L1_C_10","L1","Control","RGB1/RGB2",941538.3706
"9/13/2023",33,"L8_D_10","L8","Drought","RGB1/RGB2",972540.5218
"9/13/2023",33,"L7_C_16","L7","Control","RGB1/RGB2",1132489.516
"9/13/2023",33,"L1_D_6","L1","Drought","RGB1/RGB2",1081113.766
"9/13/2023",33,"L6_C_6","L6","Control","RGB1/RGB2",1809204.916
"9/13/2023",33,"L1_C_18","L1","Control","RGB1/RGB2",673295.0612
"9/13/2023",33,"L6_C_14","L6","Control","RGB1/RGB2",1910807.268
"9/13/2023",33,"L8_D_1","L8","Drought","RGB1/RGB2",1094181.163
"9/13/2023",33,"L9_C_11","L9","Control","RGB1/RGB2",1577334.111
"9/13/2023",33,"L9_D_20","L9","Drought","RGB1/RGB2",1348342.589
"9/13/2023",33,"L7_C_11","L7","Control","RGB1/RGB2",1004466.135
"9/13/2023",33,"L9_D_12","L9","Drought","RGB1/RGB2",1052414.161
"9/13/2023",33,"L1_D_1","L1","Drought","RGB1/RGB2",1727648.356
"9/13/2023",33,"L5_C_6","L5","Control","RGB1/RGB2",2106430.887
"9/13/2023",33,"L7_D_15","L7","Drought","RGB1/RGB2",431678.0878
"9/13/2023",33,"L5_D_6","L5","Drought","RGB1/RGB2",2494232.6
"9/13/2023",33,"L4_C_3","L4","Control","RGB1/RGB2",2326470.178
"9/13/2023",33,"L9_D_11","L9","Drought","RGB1/RGB2",893842.0536
"9/13/2023",33,"L7_C_14","L7","Control","RGB1/RGB2",1786667.377
"9/13/2023",33,"L2_C_9","L2","Control","RGB1/RGB2",1392275.343
"9/13/2023",33,"L8_D_19","L8","Drought","RGB1/RGB2",978674.3949
"9/13/2023",33,"L6_C_4","L6","Control","RGB1/RGB2",1391355.307
"9/13/2023",33,"L1_C_16","L1","Control","RGB1/RGB2",2371739.946
"9/13/2023",33,"L8_C_12","L8","Control","RGB1/RGB2",2317140.339
"9/13/2023",33,"L8_D_2","L8","Drought","RGB1/RGB2",1084552.196
"9/13/2023",33,"L8_D_14","L8","Drought","RGB1/RGB2",1071172.752
"9/13/2023",33,"L8_C_9","L8","Control","RGB1/RGB2",1657793.14
"9/13/2023",33,"L7_D_13","L7","Drought","RGB1/RGB2",901268.0624
"9/13/2023",33,"L2_D_1","L2","Drought","RGB1/RGB2",1231349.124
"9/13/2023",33,"L9_C_17","L9","Control","RGB1/RGB2",1112900.686
"9/13/2023",33,"L8_D_7","L8","Drought","RGB1/RGB2",1333650.333
"9/13/2023",33,"L6_D_14","L6","Drought","RGB1/RGB2",1195101.29
"9/13/2023",33,"L7_D_18","L7","Drought","RGB1/RGB2",1229604.288
"9/13/2023",33,"L1_C_7","L1","Control","RGB1/RGB2",1782691.131
"9/13/2023",33,"L6_C_8","L6","Control","RGB1/RGB2",1350472.225
"9/13/2023",33,"L1_C_13","L1","Control","RGB1/RGB2",3929699.828
"9/13/2023",33,"L1_C_6","L1","Control","RGB1/RGB2",1034320.993
"9/13/2023",33,"L8_D_20","L8","Drought","RGB1/RGB2",1103659.065
"9/13/2023",33,"L7_D_5","L7","Drought","RGB1/RGB2",1524722.445
"9/13/2023",33,"L1_C_17","L1","Control","RGB1/RGB2",1903657.318
"9/13/2023",33,"L9_D_9","L9","Drought","RGB1/RGB2",694371.5991
"9/13/2023",33,"L3_D_2","L3","Drought","RGB1/RGB2",1411999.398
"9/13/2023",33,"L9_C_6","L9","Control","RGB1/RGB2",2154724.91
"9/13/2023",33,"L6_D_5","L6","Drought","RGB1/RGB2",895870.751
"9/13/2023",33,"L6_D_15","L6","Drought","RGB1/RGB2",1717471.111
"9/13/2023",33,"L9_D_4","L9","Drought","RGB1/RGB2",1313814.536
"9/13/2023",33,"L9_C_8","L9","Control","RGB1/RGB2",1520859.765
"9/13/2023",33,"L2_C_4","L2","Control","RGB1/RGB2",1314543.224
"9/13/2023",33,"L7_D_20","L7","Drought","RGB1/RGB2",492817.7894
"9/13/2023",33,"L1_C_20","L1","Control","RGB1/RGB2",1752481.593
"9/13/2023",33,"L8_C_1","L8","Control","RGB1/RGB2",1116632.269
"9/13/2023",33,"L4_D_7","L4","Drought","RGB1/RGB2",1472224.737
"9/13/2023",33,"L3_C_5","L3","Control","RGB1/RGB2",2100854.238
"9/13/2023",33,"L7_C_19","L7","Control","RGB1/RGB2",1181544.146
"9/13/2023",33,"L9_D_15","L9","Drought","RGB1/RGB2",930419.9576
"9/13/2023",33,"L7_D_19","L7","Drought","RGB1/RGB2",629774.6198
"9/13/2023",33,"L2_D_2","L2","Drought","RGB1/RGB2",842737.2687
"9/13/2023",33,"L9_C_7","L9","Control","RGB1/RGB2",2180331.306
"9/13/2023",33,"L6_C_9","L6","Control","RGB1/RGB2",1335748.054
"9/13/2023",33,"L6_C_10","L6","Control","RGB1/RGB2",1533989.931
"9/13/2023",33,"L1_D_14","L1","Drought","RGB1/RGB2",1840631.069
"9/13/2023",33,"L6_C_5","L6","Control","RGB1/RGB2",659019.6984
"9/13/2023",33,"L1_D_18","L1","Drought","RGB1/RGB2",1348995.803
"9/13/2023",33,"L1_D_5","L1","Drought","RGB1/RGB2",1845187.763
"9/13/2023",33,"L6_D_1","L6","Drought","RGB1/RGB2",759218.1495
"9/13/2023",33,"L8_C_11","L8","Control","RGB1/RGB2",1695565.506
"9/13/2023",33,"L3_C_6","L3","Control","RGB1/RGB2",2855304.857
"9/13/2023",33,"L1_C_1","L1","Control","RGB1/RGB2",1910471.567
"9/13/2023",33,"L1_D_4","L1","Drought","RGB1/RGB2",1305447.436
"9/13/2023",33,"L1_C_4","L1","Control","RGB1/RGB2",2005670.87
"9/13/2023",33,"L3_C_9","L3","Control","RGB1/RGB2",2341327.263
"9/13/2023",33,"L8_D_4","L8","Drought","RGB1/RGB2",962544.2333
"9/13/2023",33,"L4_C_1","L4","Control","RGB1/RGB2",2165891.026
"9/13/2023",33,"L2_C_5","L2","Control","RGB1/RGB2",1856332.016
"9/13/2023",33,"L2_C_6","L2","Control","RGB1/RGB2",2051232.677
"9/13/2023",33,"L1_D_15","L1","Drought","RGB1/RGB2",1048586.494
"9/13/2023",33,"L1_C_2","L1","Control","RGB1/RGB2",2979024.481
"9/13/2023",33,"L7_C_20","L7","Control","RGB1/RGB2",957630.4808
"9/13/2023",33,"L6_D_11","L6","Drought","RGB1/RGB2",1103128.161
"9/13/2023",33,"L7_D_4","L7","Drought","RGB1/RGB2",1418309.768
"9/13/2023",33,"L5_D_9","L5","Drought","RGB1/RGB2",1032806.817
"9/13/2023",33,"L7_C_15","L7","Control","RGB1/RGB2",975061.6181
"9/13/2023",33,"L8_D_9","L8","Drought","RGB1/RGB2",1531247.781
"9/13/2023",33,"L6_D_13","L6","Drought","RGB1/RGB2",1074872.201
"9/13/2023",33,"L3_C_7","L3","Control","RGB1/RGB2",3095919.774
"9/13/2023",33,"L7_D_12","L7","Drought","RGB1/RGB2",950962.7684
"9/13/2023",33,"L7_D_11","L7","Drought","RGB1/RGB2",963496.0498
"9/13/2023",33,"L6_C_1","L6","Control","RGB1/RGB2",1232209.413
"9/13/2023",33,"L8_C_16","L8","Control","RGB1/RGB2",1521772.35
"9/13/2023",33,"L4_C_6","L4","Control","RGB1/RGB2",1888388.105
"9/13/2023",33,"L9_D_6","L9","Drought","RGB1/RGB2",771425.8343
